Sample #, Type,Sub,Chan,Num	,Aux
165111,    N,0,0,0,
165493,    N,0,0,0,
165870,    N,0,0,0,
166247,    N,0,0,0,
166630,    N,0,0,0,
167033,    N,0,0,0,
167119,    |,2,0,0,
167420,    N,0,0,0,
167784,    N,0,0,0,
168145,    N,0,0,0,
168523,    N,0,0,0,
168905,    N,0,0,0,
169304,    N,0,0,0,
169686,    N,0,0,0,
170047,    N,0,0,0,
170425,    N,0,0,0,
170801,    N,0,0,0,
171188,    N,0,0,0,
171581,    N,0,0,0,
171955,    N,0,0,0,
172326,    N,0,0,0,
172683,    N,0,0,0,
173070,    N,0,0,0,
173452,    N,0,0,0,
173824,    N,0,0,0,
174185,    N,0,0,0,
174536,    N,0,0,0,
174874,    N,0,0,0,
175254,    N,0,0,0,
175679,    N,0,0,0,
176132,    N,0,0,0,
176528,    N,0,0,0,
176909,    N,0,0,0,
177286,    N,0,0,0,
177682,    N,0,0,0,
178074,    N,0,0,0,
178437,    N,0,0,0,
178786,    N,0,0,0,
179155,    N,0,0,0,
179500,    N,0,0,0,
179844,    N,0,0,0,
179895,    ~,2,0,0,
180041,    V,1,0,0,
180184,    x,0,0,0,
180621,    F,0,0,0,
180712,    ~,0,0,0,
181027,    N,0,0,0,
181400,    N,0,0,0,
181790,    N,0,0,0,
182158,    N,0,0,0,
182556,    N,0,0,0,
182920,    N,0,0,0,
183273,    N,0,0,0,
183648,    N,0,0,0,
184038,    N,0,0,0,
184418,    N,0,0,0,
184796,    N,0,0,0,
185164,    N,0,0,0,
185508,    N,0,0,0,
185873,    N,0,0,0,
186356,    N,0,0,0,
186808,    N,0,0,0,
187213,    N,0,0,0,
187601,    N,0,0,0,
187978,    N,0,0,0,
188368,    N,0,0,0,
188775,    N,0,0,0,
189148,    N,0,0,0,
189502,    N,0,0,0,
189876,    N,0,0,0,
190235,    N,0,0,0,
190619,    N,0,0,0,
191003,    N,0,0,0,
191362,    N,0,0,0,
191697,    N,0,0,0,
192059,    N,0,0,0,
192429,    N,0,0,0,
192881,    N,0,0,0,
193342,    N,0,0,0,
193553,    V,0,0,0,
193696,    x,0,0,0,
194133,    N,0,0,0,
194553,    N,0,0,0,
194944,    N,0,0,0,
195319,    N,0,0,0,
195696,    N,0,0,0,
196072,    N,0,0,0,
196433,    N,0,0,0,
196803,    N,0,0,0,
197180,    N,0,0,0,
197550,    N,0,0,0,
197906,    N,0,0,0,
198371,    N,0,0,0,
198826,    N,0,0,0,
199241,    N,0,0,0,
199660,    N,0,0,0,
200045,    N,0,0,0,
200415,    N,0,0,0,
200792,    N,0,0,0,
201187,    N,0,0,0,
201574,    N,0,0,0,
201971,    N,0,0,0,
202342,    N,0,0,0,
202704,    N,0,0,0,
203074,    N,0,0,0,
203467,    N,0,0,0,
203835,    N,0,0,0,
204214,    N,0,0,0,
204608,    N,0,0,0,
205063,    N,0,0,0,
205495,    N,0,0,0,
205731,    V,0,0,0,
206305,    N,0,0,0,
206704,    N,0,0,0,
207065,    N,0,0,0,
207434,    N,0,0,0,
207811,    N,0,0,0,
208205,    N,0,0,0,
208574,    N,0,0,0,
208929,    N,0,0,0,
209293,    N,0,0,0,
209649,    N,0,0,0,
210016,    N,0,0,0,
210460,    N,0,0,0,
210887,    N,0,0,0,
211265,    N,0,0,0,
211640,    N,0,0,0,
212015,    N,0,0,0,
212404,    N,0,0,0,
212809,    N,0,0,0,
213190,    N,0,0,0,
213547,    N,0,0,0,
213941,    N,0,0,0,
214332,    N,0,0,0,
214710,    N,0,0,0,
215094,    N,0,0,0,
215469,    N,0,0,0,
215837,    N,0,0,0,
216215,    N,0,0,0,
216619,    N,0,0,0,
216994,    N,0,0,0,
217354,    N,0,0,0,
217728,    N,0,0,0,
218073,    N,0,0,0,
218440,    N,0,0,0,
218906,    N,0,0,0,
219385,    N,0,0,0,
219806,    N,0,0,0,
220207,    N,0,0,0,
220597,    N,0,0,0,
220989,    N,0,0,0,
221206,    V,3,0,0,
221307,    x,0,0,0,
221738,    N,0,0,0,
222085,    N,0,0,0,
222447,    N,0,0,0,
222805,    N,0,0,0,
223215,    N,0,0,0,
223664,    N,0,0,0,
224051,    N,0,0,0,
224436,    N,0,0,0,
224821,    N,0,0,0,
225226,    N,0,0,0,
225611,    N,0,0,0,
225999,    N,0,0,0,
226369,    N,0,0,0,
226742,    N,0,0,0,
227128,    N,0,0,0,
227530,    N,0,0,0,
227899,    N,0,0,0,
228274,    N,0,0,0,
228634,    N,0,0,0,
229005,    N,0,0,0,
229380,    N,0,0,0,
229755,    N,0,0,0,
230134,    N,0,0,0,
230481,    N,0,0,0,
230948,    N,0,0,0,
231371,    N,0,0,0,
231783,    N,0,0,0,
232181,    N,0,0,0,
232586,    N,0,0,0,
232964,    N,0,0,0,
233372,    N,0,0,0,
233748,    N,0,0,0,
234137,    N,0,0,0,
234516,    N,0,0,0,
234868,    N,0,0,0,
235230,    N,0,0,0,
235593,    N,0,0,0,
236000,    N,0,0,0,
236380,    N,0,0,0,
236750,    N,0,0,0,
237124,    N,0,0,0,
237487,    N,0,0,0,
237839,    N,0,0,0,
238302,    N,0,0,0,
238802,    N,0,0,0,
239205,    N,0,0,0,
239640,    N,0,0,0,
240024,    N,0,0,0,
240446,    N,0,0,0,
240857,    N,0,0,0,
241220,    N,0,0,0,
241587,    N,0,0,0,
241986,    N,0,0,0,
242385,    N,0,0,0,
242786,    N,0,0,0,
243162,    N,0,0,0,
243519,    N,0,0,0,
243881,    N,0,0,0,
244254,    N,0,0,0,
244655,    N,0,0,0,
245037,    N,0,0,0,
245427,    N,0,0,0,
245782,    N,0,0,0,
246151,    N,0,0,0,
246542,    N,0,0,0,
246948,    N,0,0,0,
247341,    N,0,0,0,
247732,    N,0,0,0,
248114,    N,0,0,0,
248503,    N,0,0,0,
248908,    N,0,0,0,
249312,    N,0,0,0,
249688,    N,0,0,0,
250054,    N,0,0,0,
250435,    N,0,0,0,
250822,    N,0,0,0,
251220,    N,0,0,0,
251606,    N,0,0,0,
251973,    N,0,0,0,
252321,    N,0,0,0,
252678,    N,0,0,0,
252926,    ~,2,0,0,
253029,    N,0,0,0,
253419,    N,0,0,0,
253873,    N,0,0,0,
254180,    ~,0,0,0,
254259,    N,0,0,0,
254623,    N,0,0,0,
255022,    N,0,0,0,
255412,    N,0,0,0,
255797,    N,0,0,0,
256157,    N,0,0,0,
256506,    N,0,0,0,
256842,    N,0,0,0,
257187,    N,0,0,0,
257615,    N,0,0,0,
257956,    N,0,0,0,
258301,    N,0,0,0,
258629,    N,0,0,0,
259090,    N,0,0,0,
259490,    N,0,0,0,
259930,    N,0,0,0,
260310,    N,0,0,0,
260665,    N,0,0,0,
261018,    N,0,0,0,
261386,    N,0,0,0,
261745,    N,0,0,0,
262114,    N,0,0,0,
262474,    N,0,0,0,
262958,    N,0,0,0,
263192,    A,0,0,0,
263670,    N,0,0,0,
264186,    N,0,0,0,
264555,    N,0,0,0,
264949,    N,0,0,0,
265315,    N,0,0,0,
265681,    N,0,0,0,
266082,    N,0,0,0,
266473,    N,0,0,0,
266848,    N,0,0,0,
267211,    N,0,0,0,
267557,    N,0,0,0,
267931,    N,0,0,0,
268510,    N,0,0,0,
268697,    V,4,0,0,
268976,    N,0,0,0,
269368,    N,0,0,0,
269782,    N,0,0,0,
270176,    N,0,0,0,
270574,    N,0,0,0,
270988,    N,0,0,0,
271373,    N,0,0,0,
271749,    N,0,0,0,
272129,    N,0,0,0,
272520,    N,0,0,0,
272906,    N,0,0,0,
273277,    N,0,0,0,
273633,    N,0,0,0,
273989,    N,0,0,0,
274451,    N,0,0,0,
274894,    N,0,0,0,
275301,    N,0,0,0,
275687,    N,0,0,0,
276052,    N,0,0,0,
276177,    ~,2,0,0,
276430,    N,0,0,0,
276816,    N,0,0,0,
277186,    N,0,0,0,
277565,    N,0,0,0,
277905,    N,0,0,0,
278057,    ~,0,0,0,
278289,    N,0,0,0,
278657,    N,0,0,0,
279048,    N,0,0,0,
279432,    N,0,0,0,
279793,    N,0,0,0,
280145,    N,0,0,0,
280500,    N,0,0,0,
280515,    |,2,0,0,
280944,    N,0,0,0,
281419,    N,0,0,0,
281865,    N,0,0,0,
282251,    N,0,0,0,
282633,    N,0,0,0,
283030,    N,0,0,0,
283437,    N,0,0,0,
283831,    N,0,0,0,
284221,    N,0,0,0,
284593,    N,0,0,0,
284955,    N,0,0,0,
285350,    N,0,0,0,
285740,    N,0,0,0,
286128,    N,0,0,0,
286496,    N,0,0,0,
286861,    N,0,0,0,
287229,    N,0,0,0,
287614,    N,0,0,0,
287995,    N,0,0,0,
288349,    N,0,0,0,
288741,    N,0,0,0,
289160,    N,0,0,0,
289564,    N,0,0,0,
289944,    N,0,0,0,
290324,    N,0,0,0,
290678,    N,0,0,0,
291025,    N,0,0,0,
291381,    N,0,0,0,
291731,    N,0,0,0,
292106,    N,0,0,0,
292485,    N,0,0,0,
292846,    N,0,0,0,
293071,    ~,2,0,0,
293198,    N,0,0,0,
293555,    N,0,0,0,
293939,    N,0,0,0,
294300,    N,0,0,0,
294671,    N,0,0,0,
294799,    ~,0,0,0,
295039,    N,0,0,0,
295391,    N,0,0,0,
295739,    N,0,0,0,
296125,    N,0,0,0,
296514,    N,0,0,0,
296901,    N,0,0,0,
297264,    N,0,0,0,
297628,    N,0,0,0,
297982,    N,0,0,0,
298355,    N,0,0,0,
298742,    N,0,0,0,
299164,    N,0,0,0,
299591,    N,0,0,0,
299992,    N,0,0,0,
300380,    N,0,0,0,
300782,    N,0,0,0,
301187,    N,0,0,0,
301222,    ~,2,0,0,
301551,    N,0,0,0,
301855,    ~,0,0,0,
301897,    N,0,0,0,
302305,    N,0,0,0,
302716,    N,0,0,0,
303115,    N,0,0,0,
303510,    N,0,0,0,
303886,    N,0,0,0,
304251,    N,0,0,0,
304631,    N,0,0,0,
305012,    N,0,0,0,
305372,    N,0,0,0,
305751,    N,0,0,0,
306122,    N,0,0,0,
306677,    N,0,0,0,
306962,    N,0,0,0,
307380,    N,0,0,0,
307779,    N,0,0,0,
308180,    N,0,0,0,
308549,    N,0,0,0,
308930,    N,0,0,0,
309325,    N,0,0,0,
309713,    N,0,0,0,
310078,    N,0,0,0,
310445,    N,0,0,0,
310806,    N,0,0,0,
311164,    N,0,0,0,
311535,    N,0,0,0,
311685,    ~,3,0,0,
311987,    N,0,0,0,
312423,    N,0,0,0,
312628,    ~,1,0,0,
312838,    N,0,0,0,
312945,    ~,0,0,0,
313238,    N,0,0,0,
313650,    N,0,0,0,
314055,    N,0,0,0,
314443,    N,0,0,0,
314817,    N,0,0,0,
315182,    N,0,0,0,
315605,    N,0,0,0,
315997,    N,0,0,0,
316385,    N,0,0,0,
316774,    N,0,0,0,
317138,    N,0,0,0,
317530,    N,0,0,0,
317931,    N,0,0,0,
318323,    N,0,0,0,
318688,    N,0,0,0,
319095,    N,0,0,0,
319467,    N,0,0,0,
319864,    N,0,0,0,
320262,    N,0,0,0,
320664,    N,0,0,0,
321043,    N,0,0,0,
321411,    N,0,0,0,
321790,    N,0,0,0,
322177,    N,0,0,0,
322578,    N,0,0,0,
322953,    N,0,0,0,
323326,    N,0,0,0,
323695,    N,0,0,0,
324077,    N,0,0,0,
324454,    N,0,0,0,
324874,    N,0,0,0,
325255,    N,0,0,0,
325603,    N,0,0,0,
326005,    N,0,0,0,
326392,    N,0,0,0,
326580,    V,3,0,0,
326699,    x,0,0,0,
327161,    N,0,0,0,
327543,    N,0,0,0,
327900,    N,0,0,0,
328267,    N,0,0,0,
328648,    N,0,0,0,
329035,    N,0,0,0,
329401,    N,0,0,0,
329755,    N,0,0,0,
330116,    N,0,0,0,
330489,    N,0,0,0,
331001,    N,0,0,0,
331464,    N,0,0,0,
331868,    N,0,0,0,
332264,    N,0,0,0,
332642,    N,0,0,0,
333040,    N,0,0,0,
333441,    N,0,0,0,
333831,    N,0,0,0,
334190,    N,0,0,0,
334212,    ~,2,0,0,
334364,    ~,3,0,0,
334573,    N,0,0,0,
334953,    N,0,0,0,
335334,    N,0,0,0,
335722,    N,0,0,0,
336094,    N,0,0,0,
336303,    ~,2,0,0,
336431,    N,0,0,0,
336488,    ~,0,0,0,
336780,    N,0,0,0,
337156,    N,0,0,0,
337630,    N,0,0,0,
338069,    N,0,0,0,
338488,    N,0,0,0,
338890,    N,0,0,0,
339290,    N,0,0,0,
339706,    N,0,0,0,
340099,    N,0,0,0,
340481,    N,0,0,0,
340850,    N,0,0,0,
341234,    N,0,0,0,
341610,    N,0,0,0,
342015,    N,0,0,0,
342382,    N,0,0,0,
342755,    N,0,0,0,
343112,    N,0,0,0,
343489,    N,0,0,0,
343871,    N,0,0,0,
344251,    N,0,0,0,
344641,    N,0,0,0,
345179,    N,0,0,0,
345623,    N,0,0,0,
346052,    N,0,0,0,
346447,    N,0,0,0,
346853,    N,0,0,0,
347216,    N,0,0,0,
347585,    N,0,0,0,
347976,    N,0,0,0,
348367,    N,0,0,0,
348752,    N,0,0,0,
349129,    N,0,0,0,
349491,    N,0,0,0,
349855,    N,0,0,0,
350240,    N,0,0,0,
350636,    N,0,0,0,
351009,    N,0,0,0,
351399,    N,0,0,0,
351764,    N,0,0,0,
352138,    N,0,0,0,
352531,    N,0,0,0,
352921,    N,0,0,0,
353295,    N,0,0,0,
353659,    N,0,0,0,
354039,    N,0,0,0,
354426,    N,0,0,0,
354821,    N,0,0,0,
355230,    N,0,0,0,
355604,    N,0,0,0,
355977,    N,0,0,0,
356363,    N,0,0,0,
356757,    N,0,0,0,
357152,    N,0,0,0,
357525,    N,0,0,0,
357899,    N,0,0,0,
358288,    N,0,0,0,
358684,    N,0,0,0,
359087,    N,0,0,0,
359501,    N,0,0,0,
359875,    N,0,0,0,
360260,    N,0,0,0,
360660,    N,0,0,0,
361050,    N,0,0,0,
361452,    N,0,0,0,
361854,    N,0,0,0,
362235,    N,0,0,0,
362628,    N,0,0,0,
363000,    N,0,0,0,
363407,    N,0,0,0,
363808,    N,0,0,0,
364183,    N,0,0,0,
364555,    N,0,0,0,
364931,    N,0,0,0,
365314,    N,0,0,0,
365698,    N,0,0,0,
366090,    N,0,0,0,
366353,    ~,2,0,0,
366453,    N,0,0,0,
366810,    N,0,0,0,
367185,    N,0,0,0,
367562,    N,0,0,0,
367908,    N,0,0,0,
368299,    N,0,0,0,
368645,    N,0,0,0,
369003,    N,0,0,0,
369466,    N,0,0,0,
369906,    N,0,0,0,
370311,    N,0,0,0,
370665,    N,0,0,0,
371059,    N,0,0,0,
371429,    N,0,0,0,
371823,    N,0,0,0,
372227,    N,0,0,0,
372616,    N,0,0,0,
372977,    N,0,0,0,
373352,    N,0,0,0,
373517,    ~,0,0,0,
373714,    N,0,0,0,
374101,    N,0,0,0,
374484,    N,0,0,0,
374852,    N,0,0,0,
375199,    N,0,0,0,
375554,    N,0,0,0,
375937,    N,0,0,0,
376355,    N,0,0,0,
376741,    N,0,0,0,
377108,    N,0,0,0,
377449,    N,0,0,0,
377789,    N,0,0,0,
378143,    N,0,0,0,
378494,    N,0,0,0,
378844,    N,0,0,0,
379185,    N,0,0,0,
379355,    ~,2,0,0,
379526,    N,0,0,0,
379858,    N,0,0,0,
380203,    N,0,0,0,
380554,    N,0,0,0,
380896,    N,0,0,0,
381233,    N,0,0,0,
381562,    N,0,0,0,
381886,    N,0,0,0,
382209,    N,0,0,0,
382550,    N,0,0,0,
382911,    N,0,0,0,
383257,    N,0,0,0,
383599,    N,0,0,0,
383933,    N,0,0,0,
384275,    N,0,0,0,
384616,    N,0,0,0,
384968,    N,0,0,0,
385318,    N,0,0,0,
385646,    N,0,0,0,
385971,    N,0,0,0,
386291,    N,0,0,0,
386630,    N,0,0,0,
386965,    N,0,0,0,
387305,    N,0,0,0,
387644,    N,0,0,0,
387948,    N,0,0,0,
388268,    N,0,0,0,
388580,    N,0,0,0,
388908,    N,0,0,0,
389232,    N,0,0,0,
389553,    N,0,0,0,
389883,    N,0,0,0,
390201,    N,0,0,0,
390502,    N,0,0,0,
390845,    N,0,0,0,
391194,    N,0,0,0,
391554,    N,0,0,0,
391892,    N,0,0,0,
392230,    N,0,0,0,
392555,    N,0,0,0,
392847,    F,0,0,0,
393056,    V,4,0,0,
393120,    x,0,0,0,
393521,    N,0,0,0,
